"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1781324344402268236","Fri Apr 19 14:09:53 +0000 2024","0","Udah ketauan ya kenapa adeknya kalo collect atau konser/event agak sableng liat mas ku dari dulu udah ngefanboy jkt48 dan sekarang collect le sserafim https://t.co/EslCe8BgdI","1781324344402268236","https://pbs.twimg.com/media/GLiJDKDbcAACpnE.jpg","","in","","0","0","0","https://x.com/6v6fullsun/status/1781324344402268236","1546447679676329985","6v6fullsun"
"1781324057306398790","Fri Apr 19 14:08:45 +0000 2024","4","Gw kepikiran ama eunchae ","1781324057306398790","","","in","Jakarta Selatan, DKI Jakarta","0","2","0","https://x.com/pepepiona/status/1781324057306398790","1739803290383314944","pepepiona"
"1781321460914827562","Fri Apr 19 13:58:26 +0000 2024","0","Gw penasaran deh sama orang antah berantah tiba2 bikin video ttg fimmies di coachella aslinya tau ga sih coachella itu apa? Diadainnya dimana? Udah berapa lama?? Klo ga coba deh klo mainnya tgl 13 Apr kita org indo bisa nontonnya kapan?? Ini aja msh suka pd bgung wkkwkwk","1781321460914827562","","","in","Jakarta Selatan, DKI Jakarta","0","0","1","https://x.com/pepepiona/status/1781321460914827562","1739803290383314944","pepepiona"
"1781314069523497236","Fri Apr 19 13:56:55 +0000 2024","0","@kerwin_kartero @le_sserafim HAHAHAHAHAHAHAHAH!!! HINAHANAPAN MO NA NAMAN AKO HATERS HA!","1781321079019241506","","kerwin129","tl","EXO PLANET","0","0","0","https://x.com/xiuminniiie/status/1781321079019241506","1374695369431379977","xiuminniiie"
"1781320261331197972","Fri Apr 19 13:53:40 +0000 2024","0","@izkidz mulai harini mari share bias kat le sserafim ","1781320261331197972","","izkidz","in","kpop/bl space — rcbyf","0","1","0","https://x.com/jkyunghq/status/1781320261331197972","1350289532441120769","jkyunghq"
"1781312490992738592","Fri Apr 19 13:52:06 +0000 2024","0","@iqsabelle @msgzuha Ya kita simpulkan sendiri ya sa gmna penampilan dan reaksi penonton disana :)","1781319868274626917","","wdcfim","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/pepepiona/status/1781319868274626917","1739803290383314944","pepepiona"
"1781319571171066297","Fri Apr 19 13:50:55 +0000 2024","0","aowkaowkaok le sserafim digoreng abis cokk","1781319571171066297","","","in","any pronouns • 20+","0","0","0","https://x.com/bucinnoelle/status/1781319571171066297","1378670881686265861","bucinnoelle"
"1781319220023963892","Fri Apr 19 13:49:32 +0000 2024","0","grgr le sserafim jadi nge rewatch bp alias kangennn para ceo² ituh","1781319220023963892","","","in","","0","0","0","https://x.com/karizoyy/status/1781319220023963892","1556320777078595584","karizoyy"
"1781319075471536331","Fri Apr 19 13:48:57 +0000 2024","0","Udur storyg n uzchihed bodoj l bailaa. Le sserafim biynextdoor enha geed buh hamtlaguudiin popup stored ochchihood tubatu deer l ochoogui bsan ㅅㅂ","1781319075471536331","","","in","","0","0","0","https://x.com/tyun1uv/status/1781319075471536331","1512828608078770176","tyun1uv"
"1781318813193253278","Fri Apr 19 13:47:55 +0000 2024","0","wts want to sell pc photocard gg girlgrup Bekasi ⭐ = pair ️ Wendy Yeri red velvet rv ️ Momo twice ️ Hyewon Yuri izone ️ Karina Giselle aespa ️ Sumin Sieun Isa stayc ️ Xiaoting Mashiro Hikaru kep1er ️ Sheon billlie ️ Eunchae le sserafim ️ Hanni newjeans nj https://t.co/WDS0uDJFWq","1781318813193253278","https://pbs.twimg.com/media/GLiEBQQaYAABcyy.jpg","","in","","0","0","5","https://x.com/ininabobo/status/1781318813193253278","1349736220587302917","ininabobo"
"1781312490992738592","Fri Apr 19 13:39:16 +0000 2024","0","@msgzuha @iqsabelle sa liat sa wkwkw","1781316639818166644","","msgzuha","in","Jakarta Selatan, DKI Jakarta","0","1","0","https://x.com/pepepiona/status/1781316639818166644","1739803290383314944","pepepiona"
"1781315683323875631","Fri Apr 19 13:35:28 +0000 2024","1","Kembali ke Coachella Sekali Lagi Mampukah LE SSERAFIM Beri Penampilan Memukau di Penampilan Terakhir Ini? #LESSERAFIMatCOACHELLA https://t.co/HCjL3NI1w4","1781315683323875631","","","in","Indonesia","0","0","1","https://x.com/KpopChartNet/status/1781315683323875631","972179486","KpopChartNet"
"1781312875732312144","Fri Apr 19 13:31:23 +0000 2024","0","@cumabisalolita Biasanya le sserafim","1781314656382193983","","cumabisalolita","in","Kota Surabaya, Jawa Timur","0","0","0","https://x.com/diroxiz/status/1781314656382193983","1522504872335077376","diroxiz"
"1781314346918051971","Fri Apr 19 13:30:10 +0000 2024","0","SHARING NOBAR LE SSERAFIM FAN MEETING FEARNADA 2024S/S SEOUL 11 - 12 Mei 2024 16.00 WIB | 15.00 WIB 20K/day 35K/2day Grup wa Live + Record Private web wts wtb online fearnot chaewon yunjin sakura kazuha eunchae #LESSERAFIM","1781314346918051971","","","in","2ND ACC @_Kyumabby2 @kyumabby_","0","0","0","https://x.com/kyumabby/status/1781314346918051971","1645360382608044035","kyumabby"
"1781314149022421395","Fri Apr 19 13:29:23 +0000 2024","1","Le sserafim bakal perform lagi kan ya di Coachella weekend nanti??? Ini kesempatan besar buat mereka untuk menunjukkan ini lo kita bisa perform dengan baik menepis hate comments sebelumnya. Show them what you got le sserafim!","1781314149022421395","","","in","","0","0","0","https://x.com/fafafaaafa/status/1781314149022421395","872743448717033473","fafafaaafa"
"1781314108522172587","Fri Apr 19 13:29:13 +0000 2024","0","Annyeong~ Yang cari nobar online lesserafim fan meeting bisa banget disinii 20k aja udah dapet record yuk masih banyak slot nihh t. wts wtb open sharing nobar online konser le sserafim fanmeeting fearnada 2024 lsf lessera fanmeet","1781314108522172587","","","in","","0","0","0","https://x.com/sandflow_net/status/1781314108522172587","1420675888350326786","sandflow_net"
"1780933631013429535","Fri Apr 19 13:26:59 +0000 2024","0","@HYBETERNITY Minat diajak dong gw anak le sserafim..... tenang aja ini loyal bgt walaupun gonjang ganjing tetap setia #ea pick me up plz? https://t.co/Ey20eVlDrN","1781313547668247009","https://pbs.twimg.com/media/GLh_O14a8AAlnOM.jpg","HYBETERNITY","in","SND. wispéēèll & evadere.","0","0","0","https://x.com/yunjikn/status/1781313547668247009","1359701981313474562","yunjikn"
"1781308180875944244","Fri Apr 19 13:05:40 +0000 2024","0","mau le sserafim digoreng kek gmn pun aku ttp cinta","1781308180875944244","","","in","","0","1","0","https://x.com/tasyayudinda/status/1781308180875944244","39991297","tasyayudinda"
"1781300767431008415","Fri Apr 19 12:56:52 +0000 2024","0","@le_petitetwt Wkwkkwkw owalah makanya yg waras ga ngerti","1781305966287532201","","le_petitetwt","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/pepepiona/status/1781305966287532201","1739803290383314944","pepepiona"
"1781305120527179820","Fri Apr 19 12:53:30 +0000 2024","0","wts lfb ph kep1er yujin hikaru yeseo billlie haram siyoon haruna iz*one izone le sserafim yunjin kazuha eunchae weeekly soojin soeun jaehee zoa stayc j itzy yuna newjeans danielle haerin hyein nmixx jiwoo kyujin onhand gg photocards pcs","1781305120527179820","","","in","metro manila","0","0","0","https://x.com/shirocember/status/1781305120527179820","859397099682635776","shirocember"
"1781304925575921817","Fri Apr 19 12:52:43 +0000 2024","20","Me as yunjin - le sserafim | jadi cewe coquette https://t.co/QKrjpB3Hhp","1781304925575921817","https://pbs.twimg.com/media/GLh3XDVawAA9OOP.jpg","","in","","0","7","1","https://x.com/reyjongseong/status/1781304925575921817","974513140795715584","reyjongseong"
"1781303518168752192","Fri Apr 19 12:47:08 +0000 2024","3","Le sserafim pinartidahan na kayo walang back track. ","1781303518168752192","","","tl","Saturn 🪐","0","0","0","https://x.com/vincstr/status/1781303518168752192","93572098","vincstr"
"1781300767431008415","Fri Apr 19 12:46:48 +0000 2024","0","@le_petitetwt Gw bingung memahami kata2nya hmmm","1781303433930346942","","le_petitetwt","in","Jakarta Selatan, DKI Jakarta","0","1","0","https://x.com/pepepiona/status/1781303433930346942","1739803290383314944","pepepiona"
"1781302661012447633","Fri Apr 19 12:43:44 +0000 2024","1","hybe nih bener2 ngebayar semua semua-muanya yaa orang tone deaf aja paham le sserafim live singing-nya emg sejelek itu lha ini musik kritik malah ngomong gini? kalau bukan suap menyuap apa namanya ","1781302661012447633","","","in","","0","0","0","https://x.com/viiviiiviiviii/status/1781302661012447633","1283365389901193216","viiviiiviiviii"
"1781202277229121963","Fri Apr 19 12:42:01 +0000 2024","0","@NME @le_sserafim Sseraakuuu","1781302230186098971","","NME","in","","0","0","0","https://x.com/blueskyyy1_/status/1781302230186098971","1576278064484392961","blueskyyy1_"
"1781302158530683129","Fri Apr 19 12:41:44 +0000 2024","1","besok minggu gue bakal nyanyi 4 lagu 2 lagu sambil nari satu tari tradisional ngebeat satu kontemporer ntar gue videoin buat belajar ya @le_sserafim","1781302158530683129","","","in","Athena, cause im goddes","0","2","0","https://x.com/awcyelitak/status/1781302158530683129","1141253255772590080","awcyelitak"
"1781297212099842380","Fri Apr 19 12:37:05 +0000 2024","0","@zuhannosaurus Nyari duit pan buat beli quota","1781300991029379145","","zuhannosaurus","in","Jakarta Selatan, DKI Jakarta","0","1","0","https://x.com/pepepiona/status/1781300991029379145","1739803290383314944","pepepiona"
"1781300913174647058","Fri Apr 19 12:36:49 +0000 2024","0","le sserafim yuna itzy sieun seeun tzuyu jeongyeon giselle yunjin chaewon eunchae wtt lft ph le ssera sakura kazuha leeseo wonyoung gaeul rei yujin","1781300921869427199","","hrtskira","in","jwychive  ˖ ࣪𓆩♡𓆪","0","0","0","https://x.com/hrtskira/status/1781300921869427199","1577237974521352192","hrtskira"
"1781300861911838876","Fri Apr 19 12:36:35 +0000 2024","0","le sserafim ni sejak kejadian coachella haritu rasanya better nyanyi part i'm a mess sahaja berulang kali kot","1781300861911838876","","","in","Klang","0","0","0","https://x.com/Zarithhihsan/status/1781300861911838876","923508603318759429","Zarithhihsan"
"1781274842647634299","Fri Apr 19 11:30:39 +0000 2024","0","@feaaless @pluvi0philez Yahh jd pgn kannn haha","1781284271673794651","","feaaless","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/pepepiona/status/1781284271673794651","1739803290383314944","pepepiona"
"1781274842647634299","Fri Apr 19 11:23:11 +0000 2024","0","@feaaless @pluvi0philez Fetishnya gt kali suka dengerin encore -_-","1781282393644818648","","feaaless","in","Jakarta Selatan, DKI Jakarta","0","2","0","https://x.com/pepepiona/status/1781282393644818648","1739803290383314944","pepepiona"
"1781282357770961097","Fri Apr 19 11:23:03 +0000 2024","0","bro i've got attacked by le sserafim's fandom sampe sekarang cuman perkara gua komen nasib jadi publik figur. ","1781282357770961097","","","in","","0","0","0","https://x.com/tictakatan/status/1781282357770961097","1658420493647773696","tictakatan"
"1781248464179057093","Fri Apr 19 11:21:30 +0000 2024","0","@pluvi0philez Bagian L di Line up jg tebel ca","1781281969130942800","","pluvi0philez","in","Jakarta Selatan, DKI Jakarta","0","1","0","https://x.com/pepepiona/status/1781281969130942800","1739803290383314944","pepepiona"
"1781281823299105244","Fri Apr 19 11:20:55 +0000 2024","0","Gaes bantu report si paling gamers ini yaa","1781281823299105244","","","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/pepepiona/status/1781281823299105244","1739803290383314944","pepepiona"
